user_id,destination_id,user_age_group,user_primary_style,user_group_type,user_budget,user_climate_pref,user_safety_importance,user_popularity_pref,user_preferred_month,dest_city,dest_country,dest_continent,dest_cost,dest_climate,dest_popularity,dest_safety,user_likes_adventure,user_likes_beach,user_likes_culture,user_likes_food,user_likes_nature,user_likes_nightlife,user_likes_relaxation,dest_has_adventure,dest_has_beach,dest_has_culture,dest_has_food,dest_has_nature,dest_has_nightlife,dest_has_relaxation,compatibility_score,label
35,102,26-35,relaxation,family,luxury,cool,0.9432408956361996,0.4065929613676078,Apr,Kanazawa,Japan,Asia,1400,mild,7,9,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0.538,0
35,76,26-35,relaxation,family,luxury,cool,0.9432408956361996,0.4065929613676078,Apr,Montevideo,Uruguay,South America,1100,mild,6,8,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0.523,1
35,63,26-35,relaxation,family,luxury,cool,0.9432408956361996,0.4065929613676078,Apr,Seattle,USA,North America,1650,cool,7,8,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0.533,0
35,15,26-35,relaxation,family,luxury,cool,0.9432408956361996,0.4065929613676078,Apr,Singapore,Singapore,Asia,1700,tropical,8,9,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0.564,0
35,4,26-35,relaxation,family,luxury,cool,0.9432408956361996,0.4065929613676078,Apr,Innsbruck,Austria,Europe,1300,cold,6,9,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.492,0
35,96,26-35,relaxation,family,luxury,cool,0.9432408956361996,0.4065929613676078,Apr,Yangon,Myanmar,Asia,750,tropical,6,6,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0.458,0
35,98,26-35,relaxation,family,luxury,cool,0.9432408956361996,0.4065929613676078,Apr,Maldives,Maldives,Asia,2500,tropical,9,9,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.771,1
35,100,26-35,relaxation,family,luxury,cool,0.9432408956361996,0.4065929613676078,Apr,Okinawa,Japan,Asia,1500,subtropical,7,9,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0.748,1
36,64,26-35,beach,couple,high,cold,0.5315102829098156,0.3304026607204771,May,Portland,USA,North America,1550,mild,7,8,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0.487,1
36,2,26-35,beach,couple,high,cold,0.5315102829098156,0.3304026607204771,May,Rome,Italy,Europe,1200,warm,9,7,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0.511,0
36,77,26-35,beach,couple,high,cold,0.5315102829098156,0.3304026607204771,May,Cartagena,Colombia,South America,1050,tropical,8,6,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0.572,1
36,46,26-35,beach,couple,high,cold,0.5315102829098156,0.3304026607204771,May,Venice,Italy,Europe,1500,warm,9,7,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0.484,0
36,59,26-35,beach,couple,high,cold,0.5315102829098156,0.3304026607204771,May,Las Vegas,USA,North America,1300,hot,9,7,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0.396,0
36,60,26-35,beach,couple,high,cold,0.5315102829098156,0.3304026607204771,May,Miami,USA,North America,1600,tropical,8,7,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0.661,1
36,5,26-35,beach,couple,high,cold,0.5315102829098156,0.3304026607204771,May,Amsterdam,Netherlands,Europe,1400,mild,8,8,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0.478,0
36,49,26-35,beach,couple,high,cold,0.5315102829098156,0.3304026607204771,May,Helsinki,Finland,Europe,1500,cool,6,9,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0.576,0
36,67,26-35,beach,couple,high,cold,0.5315102829098156,0.3304026607204771,May,Washington DC,USA,North America,1650,mild,8,7,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0.565,1
36,36,26-35,beach,couple,high,cold,0.5315102829098156,0.3304026607204771,May,Manila,Philippines,Asia,850,tropical,7,6,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0.435,0
36,20,26-35,beach,couple,high,cold,0.5315102829098156,0.3304026607204771,May,Buenos Aires,Argentina,South America,1000,mild,7,6,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0.493,1
36,51,26-35,beach,couple,high,cold,0.5315102829098156,0.3304026607204771,May,Seville,Spain,Europe,1050,hot,8,8,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0.55,1
36,35,26-35,beach,couple,high,cold,0.5315102829098156,0.3304026607204771,May,Chiang Mai,Thailand,Asia,650,tropical,8,8,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0.416,1
36,91,26-35,beach,couple,high,cold,0.5315102829098156,0.3304026607204771,May,Fiji,Fiji,Oceania,1650,tropical,8,8,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0.73,1
36,83,26-35,beach,couple,high,cold,0.5315102829098156,0.3304026607204771,May,Casablanca,Morocco,Africa,950,mild,6,7,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0.54,1
36,88,26-35,beach,couple,high,cold,0.5315102829098156,0.3304026607204771,May,Brisbane,Australia,Oceania,1750,warm,7,9,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0.786,1
36,81,26-35,beach,couple,high,cold,0.5315102829098156,0.3304026607204771,May,Nairobi,Kenya,Africa,1000,mild,7,6,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0.492,0
36,42,26-35,beach,couple,high,cold,0.5315102829098156,0.3304026607204771,May,Berlin,Germany,Europe,1200,mild,8,9,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0.537,1
36,78,26-35,beach,couple,high,cold,0.5315102829098156,0.3304026607204771,May,Medellin,Colombia,South America,900,tropical,7,6,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0.471,0
36,85,26-35,beach,couple,high,cold,0.5315102829098156,0.3304026607204771,May,Johannesburg,South Africa,Africa,1050,mild,7,6,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0.426,0
36,96,26-35,beach,couple,high,cold,0.5315102829098156,0.3304026607204771,May,Yangon,Myanmar,Asia,750,tropical,6,6,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0.368,0
36,43,26-35,beach,couple,high,cold,0.5315102829098156,0.3304026607204771,May,Vienna,Austria,Europe,1300,mild,8,9,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0.584,0
36,15,26-35,beach,couple,high,cold,0.5315102829098156,0.3304026607204771,May,Singapore,Singapore,Asia,1700,tropical,8,9,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0.47,1
36,10,26-35,beach,couple,high,cold,0.5315102829098156,0.3304026607204771,May,Tokyo,Japan,Asia,1800,mild,9,9,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0.479,1
36,13,26-35,beach,couple,high,cold,0.5315102829098156,0.3304026607204771,May,Dubai,UAE,Asia,2000,hot,8,9,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0.341,0
37,9,18-25,food,couple,low,cold,0.7895596103079938,0.9629090923957496,Nov,Edinburgh,Scotland,Europe,1300,cool,7,9,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0.233,0
37,86,18-25,food,couple,low,cold,0.7895596103079938,0.9629090923957496,Nov,Victoria Falls,Zimbabwe,Africa,1150,tropical,7,6,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0.218,0
37,40,18-25,food,couple,low,cold,0.7895596103079938,0.9629090923957496,Nov,Athens,Greece,Europe,950,warm,8,7,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0.595,0
37,77,18-25,food,couple,low,cold,0.7895596103079938,0.9629090923957496,Nov,Cartagena,Colombia,South America,1050,tropical,8,6,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0.615,1
37,8,18-25,food,couple,low,cold,0.7895596103079938,0.9629090923957496,Nov,Dubrovnik,Croatia,Europe,1000,warm,7,8,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0.438,0
37,52,18-25,food,couple,low,cold,0.7895596103079938,0.9629090923957496,Nov,Porto,Portugal,Europe,950,mild,8,8,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0.535,1
37,73,18-25,food,couple,low,cold,0.7895596103079938,0.9629090923957496,Nov,Lima,Peru,South America,1000,mild,7,6,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0.667,0
37,83,18-25,food,couple,low,cold,0.7895596103079938,0.9629090923957496,Nov,Casablanca,Morocco,Africa,950,mild,6,7,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0.659,0
37,28,18-25,food,couple,low,cold,0.7895596103079938,0.9629090923957496,Nov,Lisbon,Portugal,Europe,1000,warm,8,8,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0.689,1
37,42,18-25,food,couple,low,cold,0.7895596103079938,0.9629090923957496,Nov,Berlin,Germany,Europe,1200,mild,8,9,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0.427,1
37,16,18-25,food,couple,low,cold,0.7895596103079938,0.9629090923957496,Nov,Kathmandu,Nepal,Asia,700,mild,6,6,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0.52,0
37,32,18-25,food,couple,low,cold,0.7895596103079938,0.9629090923957496,Nov,Hanoi,Vietnam,Asia,700,tropical,8,7,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0.711,1
37,6,18-25,food,couple,low,cold,0.7895596103079938,0.9629090923957496,Nov,Prague,Czech Republic,Europe,900,mild,8,8,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0.628,0
37,76,18-25,food,couple,low,cold,0.7895596103079938,0.9629090923957496,Nov,Montevideo,Uruguay,South America,1100,mild,6,8,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0.597,0
37,27,18-25,food,couple,low,cold,0.7895596103079938,0.9629090923957496,Nov,Queenstown,New Zealand,Oceania,1900,cool,7,9,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0.264,0
37,63,18-25,food,couple,low,cold,0.7895596103079938,0.9629090923957496,Nov,Seattle,USA,North America,1650,cool,7,8,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0.355,0
37,13,18-25,food,couple,low,cold,0.7895596103079938,0.9629090923957496,Nov,Dubai,UAE,Asia,2000,hot,8,9,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0.399,0
37,49,18-25,food,couple,low,cold,0.7895596103079938,0.9629090923957496,Nov,Helsinki,Finland,Europe,1500,cool,6,9,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0.415,0
37,1,18-25,food,couple,low,cold,0.7895596103079938,0.9629090923957496,Nov,Reykjavik,Iceland,Europe,2000,cold,7,9,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0.262,0
37,72,18-25,food,couple,low,cold,0.7895596103079938,0.9629090923957496,Nov,San Jose,Costa Rica,Central America,1150,tropical,7,7,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0.489,1
37,94,18-25,food,couple,low,cold,0.7895596103079938,0.9629090923957496,Nov,Siem Reap,Cambodia,Asia,700,tropical,8,7,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0.762,1
37,43,18-25,food,couple,low,cold,0.7895596103079938,0.9629090923957496,Nov,Vienna,Austria,Europe,1300,mild,8,9,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0.351,0
37,36,18-25,food,couple,low,cold,0.7895596103079938,0.9629090923957496,Nov,Manila,Philippines,Asia,850,tropical,7,6,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0.648,1
37,64,18-25,food,couple,low,cold,0.7895596103079938,0.9629090923957496,Nov,Portland,USA,North America,1550,mild,7,8,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0.369,0
37,82,18-25,food,couple,low,cold,0.7895596103079938,0.9629090923957496,Nov,Zanzibar,Tanzania,Africa,1100,tropical,7,7,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0.422,1
38,94,26-35,relaxation,solo,medium,hot,0.8950863665962903,0.6004876309401679,Sep,Siem Reap,Cambodia,Asia,700,tropical,8,7,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0.539,1
38,55,26-35,relaxation,solo,medium,hot,0.8950863665962903,0.6004876309401679,Sep,Nice,France,Europe,1400,warm,7,8,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0.825,1
38,87,26-35,relaxation,solo,medium,hot,0.8950863665962903,0.6004876309401679,Sep,Melbourne,Australia,Oceania,1900,mild,8,9,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0.352,0
38,7,26-35,relaxation,solo,medium,hot,0.8950863665962903,0.6004876309401679,Sep,Santorini,Greece,Europe,1600,warm,8,8,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0.579,0
38,33,26-35,relaxation,solo,medium,hot,0.8950863665962903,0.6004876309401679,Sep,Kuala Lumpur,Malaysia,Asia,900,tropical,8,8,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0.466,1
38,24,26-35,relaxation,solo,medium,hot,0.8950863665962903,0.6004876309401679,Sep,Cairo,Egypt,Africa,800,hot,7,6,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.622,0
38,99,26-35,relaxation,solo,medium,hot,0.8950863665962903,0.6004876309401679,Sep,Big Sky,USA,North America,1600,cold,6,9,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0.585,0
38,3,26-35,relaxation,solo,medium,hot,0.8950863665962903,0.6004876309401679,Sep,Barcelona,Spain,Europe,1100,warm,9,7,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0.638,1
38,64,26-35,relaxation,solo,medium,hot,0.8950863665962903,0.6004876309401679,Sep,Portland,USA,North America,1550,mild,7,8,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0.434,0
38,10,26-35,relaxation,solo,medium,hot,0.8950863665962903,0.6004876309401679,Sep,Tokyo,Japan,Asia,1800,mild,9,9,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0.379,0
38,48,26-35,relaxation,solo,medium,hot,0.8950863665962903,0.6004876309401679,Sep,Oslo,Norway,Europe,1700,cool,7,9,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0.301,0
38,101,26-35,relaxation,solo,medium,hot,0.8950863665962903,0.6004876309401679,Sep,Sardinia,Italy,Europe,1350,warm,7,8,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0.543,1
38,66,26-35,relaxation,solo,medium,hot,0.8950863665962903,0.6004876309401679,Sep,Nashville,USA,North America,1350,mild,8,7,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0.563,0
38,11,26-35,relaxation,solo,medium,hot,0.8950863665962903,0.6004876309401679,Sep,Bangkok,Thailand,Asia,800,tropical,9,7,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0.422,0
38,68,26-35,relaxation,solo,medium,hot,0.8950863665962903,0.6004876309401679,Sep,San Diego,USA,North America,1750,warm,8,8,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0.434,0
38,29,26-35,relaxation,solo,medium,hot,0.8950863665962903,0.6004876309401679,Sep,Budapest,Hungary,Europe,800,mild,8,8,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0.59,0
38,57,26-35,relaxation,solo,medium,hot,0.8950863665962903,0.6004876309401679,Sep,San Francisco,USA,North America,2100,mild,8,8,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0.391,0
38,77,26-35,relaxation,solo,medium,hot,0.8950863665962903,0.6004876309401679,Sep,Cartagena,Colombia,South America,1050,tropical,8,6,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0.453,1
38,51,26-35,relaxation,solo,medium,hot,0.8950863665962903,0.6004876309401679,Sep,Seville,Spain,Europe,1050,hot,8,8,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0.618,1
38,13,26-35,relaxation,solo,medium,hot,0.8950863665962903,0.6004876309401679,Sep,Dubai,UAE,Asia,2000,hot,8,9,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0.219,0
38,71,26-35,relaxation,solo,medium,hot,0.8950863665962903,0.6004876309401679,Sep,Playa del Carmen,Mexico,North America,1200,tropical,8,6,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0.552,0
38,15,26-35,relaxation,solo,medium,hot,0.8950863665962903,0.6004876309401679,Sep,Singapore,Singapore,Asia,1700,tropical,8,9,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0.318,0
38,50,26-35,relaxation,solo,medium,hot,0.8950863665962903,0.6004876309401679,Sep,Krakow,Poland,Europe,850,mild,7,9,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0.6,1
38,44,26-35,relaxation,solo,medium,hot,0.8950863665962903,0.6004876309401679,Sep,London,England,Europe,1900,cool,9,8,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0.347,0
38,47,26-35,relaxation,solo,medium,hot,0.8950863665962903,0.6004876309401679,Sep,Stockholm,Sweden,Europe,1600,cool,7,9,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0.483,1
39,57,36-50,beach,family,high,tropical,0.9769927563052686,0.7560730422248351,Oct,San Francisco,USA,North America,2100,mild,8,8,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0.646,1
39,6,36-50,beach,family,high,tropical,0.9769927563052686,0.7560730422248351,Oct,Prague,Czech Republic,Europe,900,mild,8,8,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0.618,1
39,76,36-50,beach,family,high,tropical,0.9769927563052686,0.7560730422248351,Oct,Montevideo,Uruguay,South America,1100,mild,6,8,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0.599,1
39,98,36-50,beach,family,high,tropical,0.9769927563052686,0.7560730422248351,Oct,Maldives,Maldives,Asia,2500,tropical,9,9,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0.631,1
39,84,36-50,beach,family,high,tropical,0.9769927563052686,0.7560730422248351,Oct,Tunis,Tunisia,Africa,800,warm,6,7,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0.638,1
39,47,36-50,beach,family,high,tropical,0.9769927563052686,0.7560730422248351,Oct,Stockholm,Sweden,Europe,1600,cool,7,9,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0.567,1
39,79,36-50,beach,family,high,tropical,0.9769927563052686,0.7560730422248351,Oct,Quito,Ecuador,South America,850,mild,7,7,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0.646,1
39,38,36-50,beach,family,high,tropical,0.9769927563052686,0.7560730422248351,Oct,Delhi,India,Asia,900,hot,8,6,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0.601,0
39,46,36-50,beach,family,high,tropical,0.9769927563052686,0.7560730422248351,Oct,Venice,Italy,Europe,1500,warm,9,7,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0.644,1
39,29,36-50,beach,family,high,tropical,0.9769927563052686,0.7560730422248351,Oct,Budapest,Hungary,Europe,800,mild,8,8,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0.695,1
39,93,36-50,beach,family,high,tropical,0.9769927563052686,0.7560730422248351,Oct,Krabi,Thailand,Asia,900,tropical,8,7,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0.819,1
39,14,36-50,beach,family,high,tropical,0.9769927563052686,0.7560730422248351,Oct,Seoul,South Korea,Asia,1200,mild,8,8,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0.628,0
39,67,36-50,beach,family,high,tropical,0.9769927563052686,0.7560730422248351,Oct,Washington DC,USA,North America,1650,mild,8,7,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0.579,0
39,30,36-50,beach,family,high,tropical,0.9769927563052686,0.7560730422248351,Oct,Copenhagen,Denmark,Europe,1800,cool,7,9,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0.495,1
39,56,36-50,beach,family,high,tropical,0.9769927563052686,0.7560730422248351,Oct,Zurich,Switzerland,Europe,2100,mild,7,9,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0.607,1
39,61,36-50,beach,family,high,tropical,0.9769927563052686,0.7560730422248351,Oct,Chicago,USA,North America,1500,mild,8,7,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0.553,1
39,87,36-50,beach,family,high,tropical,0.9769927563052686,0.7560730422248351,Oct,Melbourne,Australia,Oceania,1900,mild,8,9,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0.623,0
39,49,36-50,beach,family,high,tropical,0.9769927563052686,0.7560730422248351,Oct,Helsinki,Finland,Europe,1500,cool,6,9,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0.557,0
39,66,36-50,beach,family,high,tropical,0.9769927563052686,0.7560730422248351,Oct,Nashville,USA,North America,1350,mild,8,7,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0.592,1
39,96,36-50,beach,family,high,tropical,0.9769927563052686,0.7560730422248351,Oct,Yangon,Myanmar,Asia,750,tropical,6,6,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0.678,1
39,81,36-50,beach,family,high,tropical,0.9769927563052686,0.7560730422248351,Oct,Nairobi,Kenya,Africa,1000,mild,7,6,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0.599,0
39,5,36-50,beach,family,high,tropical,0.9769927563052686,0.7560730422248351,Oct,Amsterdam,Netherlands,Europe,1400,mild,8,8,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0.534,0
39,10,36-50,beach,family,high,tropical,0.9769927563052686,0.7560730422248351,Oct,Tokyo,Japan,Asia,1800,mild,9,9,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0.671,1
39,27,36-50,beach,family,high,tropical,0.9769927563052686,0.7560730422248351,Oct,Queenstown,New Zealand,Oceania,1900,cool,7,9,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0.494,1
39,19,36-50,beach,family,high,tropical,0.9769927563052686,0.7560730422248351,Oct,Rio de Janeiro,Brazil,South America,1100,tropical,8,5,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0.734,1
40,81,36-50,adventure,couple,high,mild,0.9210656177394468,0.4913825880871082,May,Nairobi,Kenya,Africa,1000,mild,7,6,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0.802,1
40,73,36-50,adventure,couple,high,mild,0.9210656177394468,0.4913825880871082,May,Lima,Peru,South America,1000,mild,7,6,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0.685,1
40,63,36-50,adventure,couple,high,mild,0.9210656177394468,0.4913825880871082,May,Seattle,USA,North America,1650,cool,7,8,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0.512,1
40,55,36-50,adventure,couple,high,mild,0.9210656177394468,0.4913825880871082,May,Nice,France,Europe,1400,warm,7,8,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0.662,0
40,65,36-50,adventure,couple,high,mild,0.9210656177394468,0.4913825880871082,May,Austin,USA,North America,1400,warm,8,7,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0.649,0
40,92,36-50,adventure,couple,high,mild,0.9210656177394468,0.4913825880871082,May,Phuket,Thailand,Asia,950,tropical,9,7,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0.393,0
40,29,36-50,adventure,couple,high,mild,0.9210656177394468,0.4913825880871082,May,Budapest,Hungary,Europe,800,mild,8,8,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0.788,1
40,38,36-50,adventure,couple,high,mild,0.9210656177394468,0.4913825880871082,May,Delhi,India,Asia,900,hot,8,6,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0.435,0
40,76,36-50,adventure,couple,high,mild,0.9210656177394468,0.4913825880871082,May,Montevideo,Uruguay,South America,1100,mild,6,8,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0.605,0
40,48,36-50,adventure,couple,high,mild,0.9210656177394468,0.4913825880871082,May,Oslo,Norway,Europe,1700,cool,7,9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.37,0
40,69,36-50,adventure,couple,high,mild,0.9210656177394468,0.4913825880871082,May,Mexico City,Mexico,North America,950,mild,8,6,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0.663,1
40,10,36-50,adventure,couple,high,mild,0.9210656177394468,0.4913825880871082,May,Tokyo,Japan,Asia,1800,mild,9,9,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0.626,1
40,2,36-50,adventure,couple,high,mild,0.9210656177394468,0.4913825880871082,May,Rome,Italy,Europe,1200,warm,9,7,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0.642,1
40,86,36-50,adventure,couple,high,mild,0.9210656177394468,0.4913825880871082,May,Victoria Falls,Zimbabwe,Africa,1150,tropical,7,6,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0.644,1
40,98,36-50,adventure,couple,high,mild,0.9210656177394468,0.4913825880871082,May,Maldives,Maldives,Asia,2500,tropical,9,9,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.277,0
40,56,36-50,adventure,couple,high,mild,0.9210656177394468,0.4913825880871082,May,Zurich,Switzerland,Europe,2100,mild,7,9,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0.636,1
40,79,36-50,adventure,couple,high,mild,0.9210656177394468,0.4913825880871082,May,Quito,Ecuador,South America,850,mild,7,7,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0.801,1
40,25,36-50,adventure,couple,high,mild,0.9210656177394468,0.4913825880871082,May,Sydney,Australia,Oceania,2000,mild,8,9,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0.682,1
40,52,36-50,adventure,couple,high,mild,0.9210656177394468,0.4913825880871082,May,Porto,Portugal,Europe,950,mild,8,8,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0.733,1
40,6,36-50,adventure,couple,high,mild,0.9210656177394468,0.4913825880871082,May,Prague,Czech Republic,Europe,900,mild,8,8,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0.704,1
40,87,36-50,adventure,couple,high,mild,0.9210656177394468,0.4913825880871082,May,Melbourne,Australia,Oceania,1900,mild,8,9,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0.632,1
40,26,36-50,adventure,couple,high,mild,0.9210656177394468,0.4913825880871082,May,Auckland,New Zealand,Oceania,1800,mild,7,9,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0.627,1
40,58,36-50,adventure,couple,high,mild,0.9210656177394468,0.4913825880871082,May,Los Angeles,USA,North America,1900,warm,9,7,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0.487,1
40,100,36-50,adventure,couple,high,mild,0.9210656177394468,0.4913825880871082,May,Okinawa,Japan,Asia,1500,subtropical,7,9,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0.624,1
40,37,36-50,adventure,couple,high,mild,0.9210656177394468,0.4913825880871082,May,Mumbai,India,Asia,950,tropical,7,6,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0.502,1
41,48,26-35,nature,couple,medium,cool,0.972958898619572,0.4670694643204752,Apr,Oslo,Norway,Europe,1700,cool,7,9,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.443,1
41,73,26-35,nature,couple,medium,cool,0.972958898619572,0.4670694643204752,Apr,Lima,Peru,South America,1000,mild,7,6,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0.653,1
41,79,26-35,nature,couple,medium,cool,0.972958898619572,0.4670694643204752,Apr,Quito,Ecuador,South America,850,mild,7,7,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0.583,0
41,40,26-35,nature,couple,medium,cool,0.972958898619572,0.4670694643204752,Apr,Athens,Greece,Europe,950,warm,8,7,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0.481,1
41,29,26-35,nature,couple,medium,cool,0.972958898619572,0.4670694643204752,Apr,Budapest,Hungary,Europe,800,mild,8,8,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0.599,0
41,94,26-35,nature,couple,medium,cool,0.972958898619572,0.4670694643204752,Apr,Siem Reap,Cambodia,Asia,700,tropical,8,7,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0.389,0
